brand,legitimate_domain,homograph_unicode,homograph_punycode,technique,script,substitution
AWS,aws.amazon.com,avvs.amazon.com,,ASCII-digraph,ASCII,w -> vv
AWS,aws.com,avvs.com,,ASCII-digraph,ASCII,w -> vv
AWS,aws.amazon.com,4ws.amazon.com,,ASCII-lookalike,ASCII,a -> 4
AWS,aws.com,4ws.com,,ASCII-lookalike,ASCII,a -> 4
AWS,aws.amazon.com,aw5.amazon.com,,ASCII-lookalike,ASCII,s -> 5
AWS,aws.com,aw5.com,,ASCII-lookalike,ASCII,s -> 5
AWS,aws.amazon.com,awz.amazon.com,,ASCII-lookalike,ASCII,s -> z
AWS,aws.com,awz.com,,ASCII-lookalike,ASCII,s -> z
AWS,aws.amazon.com,awѕ.amazon.com,xn--aw-foc.amazon.com,IDN-homoglyph,Cyrillic-dze,s -> U+0455
AWS,aws.com,awѕ.com,xn--aw-foc.com,IDN-homoglyph,Cyrillic-dze,s -> U+0455
AWS,aws.amazon.com,aѡs.amazon.com,xn--as-fpc.amazon.com,IDN-homoglyph,Cyrillic-omega,w -> U+0461
AWS,aws.com,aѡs.com,xn--as-fpc.com,IDN-homoglyph,Cyrillic-omega,w -> U+0461
AWS,aws.amazon.com,ɑws.amazon.com,xn--ws-4eb.amazon.com,IDN-homoglyph,Latin-alpha,a -> U+0251
AWS,aws.com,ɑws.com,xn--ws-4eb.com,IDN-homoglyph,Latin-alpha,a -> U+0251
AWS,aws.amazon.com,αws.amazon.com,xn--ws-b9b.amazon.com,IDN-homoglyph,Greek,a -> U+03B1
AWS,aws.com,αws.com,xn--ws-b9b.com,IDN-homoglyph,Greek,a -> U+03B1
AWS,aws.amazon.com,аws.amazon.com,xn--ws-6kc.amazon.com,IDN-homoglyph,Cyrillic,a -> U+0430
AWS,aws.com,аws.com,xn--ws-6kc.com,IDN-homoglyph,Cyrillic,a -> U+0430
Adobe,adobe.com,aclobe.com,,ASCII-digraph,ASCII,d -> cl
Adobe,adobe.com,4dobe.com,,ASCII-lookalike,ASCII,a -> 4
Adobe,adobe.com,ad0be.com,,ASCII-lookalike,ASCII,o -> 0
Adobe,adobe.com,ado8e.com,,ASCII-lookalike,ASCII,b -> 8
Adobe,adobe.com,adob3.com,,ASCII-lookalike,ASCII,e -> 3
Adobe,adobe.com,adobε.com,xn--adob-omd.com,IDN-homoglyph,Greek-eps,e -> U+03B5
Adobe,adobe.com,adobе.com,xn--adob-y4d.com,IDN-homoglyph,Cyrillic,e -> U+0435
Adobe,adobe.com,adobє.com,xn--adob-e9d.com,IDN-homoglyph,Cyrillic-ie,e -> U+0454
Adobe,adobe.com,adoЬe.com,xn--adoe-77d.com,IDN-homoglyph,Cyrillic-soft,b -> U+042C
Adobe,adobe.com,adoвe.com,xn--adoe-i4d.com,IDN-homoglyph,Cyrillic-ve,b -> U+0432
Adobe,adobe.com,adοbe.com,xn--adbe-1nd.com,IDN-homoglyph,Greek-omicron,o -> U+03BF
Adobe,adobe.com,adоbe.com,xn--adbe-65d.com,IDN-homoglyph,Cyrillic,o -> U+043E
Adobe,adobe.com,adօbe.com,xn--adbe-wif.com,IDN-homoglyph,Armenian-oh,o -> U+0585
Adobe,adobe.com,aԁobe.com,xn--aobe-0ye.com,IDN-homoglyph,Cyrillic-komi,d -> U+0501
Adobe,adobe.com,aⅾobe.com,adobe.com,IDN-homoglyph,Roman-num,d -> U+217E
Adobe,adobe.com,ɑdobe.com,xn--dobe-p5b.com,IDN-homoglyph,Latin-alpha,a -> U+0251
Adobe,adobe.com,αdobe.com,xn--dobe-zld.com,IDN-homoglyph,Greek,a -> U+03B1
Adobe,adobe.com,аdobe.com,xn--dobe-43d.com,IDN-homoglyph,Cyrillic,a -> U+0430
Amazon,amazon.com,annazon.com,,ASCII-digraph,ASCII,m -> nn
Amazon,amazon.com,arnazon.com,,ASCII-digraph,ASCII,m -> rn
Amazon,amazon.com,4mazon.com,,ASCII-lookalike,ASCII,a -> 4
Amazon,amazon.com,am4zon.com,,ASCII-lookalike,ASCII,a -> 4
Amazon,amazon.com,amaz0n.com,,ASCII-lookalike,ASCII,o -> 0
Amazon,amazon.com,amazoη.com,xn--amazo-ibe.com,IDN-homoglyph,Greek-eta,n -> U+03B7
Amazon,amazon.com,amazoո.com,xn--amazo-hig.com,IDN-homoglyph,Armenian-vo,n -> U+0578
Amazon,amazon.com,amazοn.com,xn--amazn-uce.com,IDN-homoglyph,Greek-omicron,o -> U+03BF
Amazon,amazon.com,amazоn.com,xn--amazn-mye.com,IDN-homoglyph,Cyrillic,o -> U+043E
Amazon,amazon.com,amazօn.com,xn--amazn-okg.com,IDN-homoglyph,Armenian-oh,o -> U+0585
Amazon,amazon.com,amaʐon.com,xn--amaon-vuc.com,IDN-homoglyph,Latin-z-retro,z -> U+0290
Amazon,amazon.com,amɑzon.com,xn--amzon-1jc.com,IDN-homoglyph,Latin-alpha,a -> U+0251
Amazon,amazon.com,amαzon.com,xn--amzon-e9d.com,IDN-homoglyph,Greek,a -> U+03B1
Amazon,amazon.com,amаzon.com,xn--amzon-5ve.com,IDN-homoglyph,Cyrillic,a -> U+0430
Amazon,amazon.com,aмazon.com,xn--aazon-6xe.com,IDN-homoglyph,Cyrillic-em,m -> U+043C
Amazon,amazon.com,aⅿazon.com,amazon.com,IDN-homoglyph,Roman-num,m -> U+217F
Amazon,amazon.com,ɑmazon.com,xn--mazon-zjc.com,IDN-homoglyph,Latin-alpha,a -> U+0251
Amazon,amazon.com,αmazon.com,xn--mazon-c9d.com,IDN-homoglyph,Greek,a -> U+03B1
Amazon,amazon.com,аmazon.com,xn--mazon-3ve.com,IDN-homoglyph,Cyrillic,a -> U+0430
Apple,apple.com,4pple.com,,ASCII-lookalike,ASCII,a -> 4
Apple,apple.com,app1e.com,,ASCII-lookalike,ASCII,l -> 1
Apple,apple.com,appie.com,,ASCII-lookalike,ASCII,l -> i
Apple,apple.com,appl3.com,,ASCII-lookalike,ASCII,e -> 3
Apple,apple.com,applε.com,xn--appl-omd.com,IDN-homoglyph,Greek-eps,e -> U+03B5
Apple,apple.com,applе.com,xn--appl-y4d.com,IDN-homoglyph,Cyrillic,e -> U+0435
Apple,apple.com,applє.com,xn--appl-e9d.com,IDN-homoglyph,Cyrillic-ie,e -> U+0454
Apple,apple.com,appӏe.com,xn--appe-xre.com,IDN-homoglyph,Cyrillic-palochka,l -> U+04CF
Apple,apple.com,app׀e.com,xn--appe-drf.com,IDN-homoglyph,Hebrew-paseq,l -> U+05C0
Apple,apple.com,appⅼe.com,apple.com,IDN-homoglyph,Roman-num,l -> U+217C
Apple,apple.com,apρle.com,xn--aple-cod.com,IDN-homoglyph,Greek-rho,p -> U+03C1
Apple,apple.com,apрle.com,xn--aple-h6d.com,IDN-homoglyph,Cyrillic-er,p -> U+0440
Apple,apple.com,aρple.com,xn--aple-bod.com,IDN-homoglyph,Greek-rho,p -> U+03C1
Apple,apple.com,aрple.com,xn--aple-g6d.com,IDN-homoglyph,Cyrillic-er,p -> U+0440
Apple,apple.com,ɑpple.com,xn--pple-p5b.com,IDN-homoglyph,Latin-alpha,a -> U+0251
Apple,apple.com,αpple.com,xn--pple-zld.com,IDN-homoglyph,Greek,a -> U+03B1
Apple,apple.com,аpple.com,xn--pple-43d.com,IDN-homoglyph,Cyrillic,a -> U+0430
Azure,azure.com,4zure.com,,ASCII-lookalike,ASCII,a -> 4
Azure,azure.com,azur3.com,,ASCII-lookalike,ASCII,e -> 3
Azure,azure.com,azurε.com,xn--azur-omd.com,IDN-homoglyph,Greek-eps,e -> U+03B5
Azure,azure.com,azurе.com,xn--azur-y4d.com,IDN-homoglyph,Cyrillic,e -> U+0435
Azure,azure.com,azurє.com,xn--azur-e9d.com,IDN-homoglyph,Cyrillic-ie,e -> U+0454
Azure,azure.com,azuгe.com,xn--azue-n4d.com,IDN-homoglyph,Cyrillic-ghe,r -> U+0433
Azure,azure.com,azυre.com,xn--azre-wod.com,IDN-homoglyph,Greek-upsilon,u -> U+03C5
Azure,azure.com,azսre.com,xn--azre-rhf.com,IDN-homoglyph,Armenian-se,u -> U+057D
Azure,azure.com,aʐure.com,xn--aure-qfc.com,IDN-homoglyph,Latin-z-retro,z -> U+0290
Azure,azure.com,ɑzure.com,xn--zure-p5b.com,IDN-homoglyph,Latin-alpha,a -> U+0251
Azure,azure.com,αzure.com,xn--zure-zld.com,IDN-homoglyph,Greek,a -> U+03B1
Azure,azure.com,аzure.com,xn--zure-43d.com,IDN-homoglyph,Cyrillic,a -> U+0430
Booking,booking.com,8ooking.com,,ASCII-lookalike,ASCII,b -> 8
Booking,booking.com,b0oking.com,,ASCII-lookalike,ASCII,o -> 0
Booking,booking.com,bo0king.com,,ASCII-lookalike,ASCII,o -> 0
Booking,booking.com,book1ng.com,,ASCII-lookalike,ASCII,i -> 1
Booking,booking.com,bookin9.com,,ASCII-lookalike,ASCII,g -> 9
Booking,booking.com,bookinq.com,,ASCII-lookalike,ASCII,g -> q
Booking,booking.com,booklng.com,,ASCII-lookalike,ASCII,i -> l
Booking,booking.com,bookinɡ.com,xn--bookin-n0c.com,IDN-homoglyph,Latin-script-g,g -> U+0261
Booking,booking.com,bookinԍ.com,xn--bookin-gxg.com,IDN-homoglyph,Cyrillic-komi-sje,g -> U+050D
Booking,booking.com,bookiηg.com,xn--bookig-0ye.com,IDN-homoglyph,Greek-eta,n -> U+03B7
Booking,booking.com,bookiոg.com,xn--bookig-tjh.com,IDN-homoglyph,Armenian-vo,n -> U+0578
Booking,booking.com,bookıng.com,xn--bookng-s9a.com,IDN-homoglyph,Latin-dotless,i -> U+0131
Booking,booking.com,bookιng.com,xn--bookng-eze.com,IDN-homoglyph,Greek-iota,i -> U+03B9
Booking,booking.com,bookіng.com,xn--bookng-svf.com,IDN-homoglyph,Cyrillic-i,i -> U+0456
Booking,booking.com,bookїng.com,xn--bookng-zvf.com,IDN-homoglyph,Cyrillic-yi,i -> U+0457
Booking,booking.com,booκing.com,xn--booing-kze.com,IDN-homoglyph,Greek-kappa,k -> U+03BA
Booking,booking.com,booкing.com,xn--booing-5pf.com,IDN-homoglyph,Cyrillic-ka,k -> U+043A
Booking,booking.com,boοking.com,xn--boking-j0e.com,IDN-homoglyph,Greek-omicron,o -> U+03BF
Booking,booking.com,boоking.com,xn--boking-xqf.com,IDN-homoglyph,Cyrillic,o -> U+043E
Booking,booking.com,boօking.com,xn--boking-cmh.com,IDN-homoglyph,Armenian-oh,o -> U+0585
Booking,booking.com,bοoking.com,xn--boking-i0e.com,IDN-homoglyph,Greek-omicron,o -> U+03BF
Booking,booking.com,bоoking.com,xn--boking-wqf.com,IDN-homoglyph,Cyrillic,o -> U+043E
Booking,booking.com,bօoking.com,xn--boking-bmh.com,IDN-homoglyph,Armenian-oh,o -> U+0585
Booking,booking.com,Ьooking.com,xn--ooking-otf.com,IDN-homoglyph,Cyrillic-soft,b -> U+042C
Booking,booking.com,вooking.com,xn--ooking-hof.com,IDN-homoglyph,Cyrillic-ve,b -> U+0432
Cloudflare,cloudflare.com,clouclflare.com,,ASCII-digraph,ASCII,d -> cl
Cloudflare,cloudflare.com,doudflare.com,,ASCII-digraph,ASCII,cl -> d
Cloudflare,cloudflare.com,c1oudflare.com,,ASCII-lookalike,ASCII,l -> 1
Cloudflare,cloudflare.com,cioudflare.com,,ASCII-lookalike,ASCII,l -> i
Cloudflare,cloudflare.com,cl0udflare.com,,ASCII-lookalike,ASCII,o -> 0
Cloudflare,cloudflare.com,cloudf1are.com,,ASCII-lookalike,ASCII,l -> 1
Cloudflare,cloudflare.com,cloudfiare.com,,ASCII-lookalike,ASCII,l -> i
Cloudflare,cloudflare.com,cloudfl4re.com,,ASCII-lookalike,ASCII,a -> 4
Cloudflare,cloudflare.com,cloudflar3.com,,ASCII-lookalike,ASCII,e -> 3
Cloudflare,cloudflare.com,cloudflarε.com,xn--cloudflar-3yg.com,IDN-homoglyph,Greek-eps,e -> U+03B5
Cloudflare,cloudflare.com,cloudflarе.com,xn--cloudflar-o0h.com,IDN-homoglyph,Cyrillic,e -> U+0435
Cloudflare,cloudflare.com,cloudflarє.com,xn--cloudflar-j9h.com,IDN-homoglyph,Cyrillic-ie,e -> U+0454
Cloudflare,cloudflare.com,cloudflaгe.com,xn--cloudflae-2zh.com,IDN-homoglyph,Cyrillic-ghe,r -> U+0433
Cloudflare,cloudflare.com,cloudflɑre.com,xn--cloudflre-c2d.com,IDN-homoglyph,Latin-alpha,a -> U+0251
Cloudflare,cloudflare.com,cloudflαre.com,xn--cloudflre-wxg.com,IDN-homoglyph,Greek,a -> U+03B1
Cloudflare,cloudflare.com,cloudflаre.com,xn--cloudflre-6yh.com,IDN-homoglyph,Cyrillic,a -> U+0430
Cloudflare,cloudflare.com,cloudfӏare.com,xn--cloudfare-l9i.com,IDN-homoglyph,Cyrillic-palochka,l -> U+04CF
Cloudflare,cloudflare.com,cloudf׀are.com,xn--cloudfare-g8k.com,IDN-homoglyph,Hebrew-paseq,l -> U+05C0
Cloudflare,cloudflare.com,cloudfⅼare.com,cloudflare.com,IDN-homoglyph,Roman-num,l -> U+217C
Cloudflare,cloudflare.com,clouԁflare.com,xn--clouflare-toj.com,IDN-homoglyph,Cyrillic-komi,d -> U+0501
Cloudflare,cloudflare.com,clouⅾflare.com,cloudflare.com,IDN-homoglyph,Roman-num,d -> U+217E
Cloudflare,cloudflare.com,cloυdflare.com,xn--clodflare-i3g.com,IDN-homoglyph,Greek-upsilon,u -> U+03C5
Cloudflare,cloudflare.com,cloսdflare.com,xn--clodflare-7ok.com,IDN-homoglyph,Armenian-se,u -> U+057D
Cloudflare,cloudflare.com,clοudflare.com,xn--cludflare-r1g.com,IDN-homoglyph,Greek-omicron,o -> U+03BF
Cloudflare,cloudflare.com,clоudflare.com,xn--cludflare-12h.com,IDN-homoglyph,Cyrillic,o -> U+043E
Cloudflare,cloudflare.com,clօudflare.com,xn--cludflare-hrk.com,IDN-homoglyph,Armenian-oh,o -> U+0585
Cloudflare,cloudflare.com,cӏoudflare.com,xn--coudflare-g9i.com,IDN-homoglyph,Cyrillic-palochka,l -> U+04CF
Cloudflare,cloudflare.com,c׀oudflare.com,xn--coudflare-b8k.com,IDN-homoglyph,Hebrew-paseq,l -> U+05C0
Cloudflare,cloudflare.com,cⅼoudflare.com,cloudflare.com,IDN-homoglyph,Roman-num,l -> U+217C
Cloudflare,cloudflare.com,ϲloudflare.com,xn--loudflare-u2g.com,IDN-homoglyph,Greek-lunate,c -> U+03F2
Cloudflare,cloudflare.com,сloudflare.com,xn--loudflare-u3h.com,IDN-homoglyph,Cyrillic,c -> U+0441
Cloudflare,cloudflare.com,ⅽloudflare.com,cloudflare.com,IDN-homoglyph,Roman-num,c -> U+217D
DHL,dhl.com,clhl.com,,ASCII-digraph,ASCII,d -> cl
DHL,dhl.com,dh1.com,,ASCII-lookalike,ASCII,l -> 1
DHL,dhl.com,dhi.com,,ASCII-lookalike,ASCII,l -> i
DHL,dhl.com,dhӏ.com,xn--dh-vyc.com,IDN-homoglyph,Cyrillic-palochka,l -> U+04CF
DHL,dhl.com,dh׀.com,xn--dh-jkd.com,IDN-homoglyph,Hebrew-paseq,l -> U+05C0
DHL,dhl.com,dhⅼ.com,dhl.com,IDN-homoglyph,Roman-num,l -> U+217C
DHL,dhl.com,dһl.com,xn--dl-4wc.com,IDN-homoglyph,Cyrillic-shha,h -> U+04BB
DHL,dhl.com,dհl.com,xn--dl-ndd.com,IDN-homoglyph,Armenian-ho,h -> U+0570
DHL,dhl.com,ԁhl.com,xn--hl-32c.com,IDN-homoglyph,Cyrillic-komi,d -> U+0501
DHL,dhl.com,ⅾhl.com,dhl.com,IDN-homoglyph,Roman-num,d -> U+217E
DocuSign,docusign.com,clocusign.com,,ASCII-digraph,ASCII,d -> cl
DocuSign,docusign.net,clocusign.net,,ASCII-digraph,ASCII,d -> cl
DocuSign,docusign.com,d0cusign.com,,ASCII-lookalike,ASCII,o -> 0
DocuSign,docusign.net,d0cusign.net,,ASCII-lookalike,ASCII,o -> 0
DocuSign,docusign.com,docu5ign.com,,ASCII-lookalike,ASCII,s -> 5
DocuSign,docusign.net,docu5ign.net,,ASCII-lookalike,ASCII,s -> 5
DocuSign,docusign.com,docus1gn.com,,ASCII-lookalike,ASCII,i -> 1
DocuSign,docusign.net,docus1gn.net,,ASCII-lookalike,ASCII,i -> 1
DocuSign,docusign.com,docusi9n.com,,ASCII-lookalike,ASCII,g -> 9
DocuSign,docusign.net,docusi9n.net,,ASCII-lookalike,ASCII,g -> 9
DocuSign,docusign.com,docusiqn.com,,ASCII-lookalike,ASCII,g -> q
DocuSign,docusign.net,docusiqn.net,,ASCII-lookalike,ASCII,g -> q
DocuSign,docusign.com,docuslgn.com,,ASCII-lookalike,ASCII,i -> l
DocuSign,docusign.net,docuslgn.net,,ASCII-lookalike,ASCII,i -> l
DocuSign,docusign.com,docuzign.com,,ASCII-lookalike,ASCII,s -> z
DocuSign,docusign.net,docuzign.net,,ASCII-lookalike,ASCII,s -> z
DocuSign,docusign.com,docusigη.com,xn--docusig-lnf.com,IDN-homoglyph,Greek-eta,n -> U+03B7
DocuSign,docusign.net,docusigη.net,xn--docusig-lnf.net,IDN-homoglyph,Greek-eta,n -> U+03B7
DocuSign,docusign.com,docusigո.com,xn--docusig-7ki.com,IDN-homoglyph,Armenian-vo,n -> U+0578
DocuSign,docusign.net,docusigո.net,xn--docusig-7ki.net,IDN-homoglyph,Armenian-vo,n -> U+0578
DocuSign,docusign.com,docusiɡn.com,xn--docusin-efd.com,IDN-homoglyph,Latin-script-g,g -> U+0261
DocuSign,docusign.net,docusiɡn.net,xn--docusin-efd.net,IDN-homoglyph,Latin-script-g,g -> U+0261
DocuSign,docusign.com,docusiԍn.com,xn--docusin-qvh.com,IDN-homoglyph,Cyrillic-komi-sje,g -> U+050D
DocuSign,docusign.net,docusiԍn.net,xn--docusin-qvh.net,IDN-homoglyph,Cyrillic-komi-sje,g -> U+050D
DocuSign,docusign.com,docusıgn.com,xn--docusgn-vfb.com,IDN-homoglyph,Latin-dotless,i -> U+0131
DocuSign,docusign.net,docusıgn.net,xn--docusgn-vfb.net,IDN-homoglyph,Latin-dotless,i -> U+0131
DocuSign,docusign.com,docusιgn.com,xn--docusgn-znf.com,IDN-homoglyph,Greek-iota,i -> U+03B9
DocuSign,docusign.net,docusιgn.net,xn--docusgn-znf.net,IDN-homoglyph,Greek-iota,i -> U+03B9
DocuSign,docusign.com,docusіgn.com,xn--docusgn-vog.com,IDN-homoglyph,Cyrillic-i,i -> U+0456
DocuSign,docusign.net,docusіgn.net,xn--docusgn-vog.net,IDN-homoglyph,Cyrillic-i,i -> U+0456
DocuSign,docusign.com,docusїgn.com,xn--docusgn-3og.com,IDN-homoglyph,Cyrillic-yi,i -> U+0457
DocuSign,docusign.net,docusїgn.net,xn--docusgn-3og.net,IDN-homoglyph,Cyrillic-yi,i -> U+0457
DocuSign,docusign.com,docuѕign.com,xn--docuign-mog.com,IDN-homoglyph,Cyrillic-dze,s -> U+0455
DocuSign,docusign.net,docuѕign.net,xn--docuign-mog.net,IDN-homoglyph,Cyrillic-dze,s -> U+0455
DocuSign,docusign.com,docυsign.com,xn--docsign-oqf.com,IDN-homoglyph,Greek-upsilon,u -> U+03C5
DocuSign,docusign.net,docυsign.net,xn--docsign-oqf.net,IDN-homoglyph,Greek-upsilon,u -> U+03C5
DocuSign,docusign.com,docսsign.com,xn--docsign-8li.com,IDN-homoglyph,Armenian-se,u -> U+057D
DocuSign,docusign.net,docսsign.net,xn--docsign-8li.net,IDN-homoglyph,Armenian-se,u -> U+057D
DocuSign,docusign.com,doϲusign.com,xn--dousign-6pf.com,IDN-homoglyph,Greek-lunate,c -> U+03F2
DocuSign,docusign.net,doϲusign.net,xn--dousign-6pf.net,IDN-homoglyph,Greek-lunate,c -> U+03F2
DocuSign,docusign.com,doсusign.com,xn--dousign-zjg.com,IDN-homoglyph,Cyrillic,c -> U+0441
DocuSign,docusign.net,doсusign.net,xn--dousign-zjg.net,IDN-homoglyph,Cyrillic,c -> U+0441
DocuSign,docusign.com,doⅽusign.com,docusign.com,IDN-homoglyph,Roman-num,c -> U+217D
DocuSign,docusign.net,doⅽusign.net,docusign.net,IDN-homoglyph,Roman-num,c -> U+217D
DocuSign,docusign.com,dοcusign.com,xn--dcusign-8of.com,IDN-homoglyph,Greek-omicron,o -> U+03BF
DocuSign,docusign.net,dοcusign.net,xn--dcusign-8of.net,IDN-homoglyph,Greek-omicron,o -> U+03BF
DocuSign,docusign.com,dоcusign.com,xn--dcusign-9ig.com,IDN-homoglyph,Cyrillic,o -> U+043E
DocuSign,docusign.net,dоcusign.net,xn--dcusign-9ig.net,IDN-homoglyph,Cyrillic,o -> U+043E
DocuSign,docusign.com,dօcusign.com,xn--dcusign-0ni.com,IDN-homoglyph,Armenian-oh,o -> U+0585
DocuSign,docusign.net,dօcusign.net,xn--dcusign-0ni.net,IDN-homoglyph,Armenian-oh,o -> U+0585
DocuSign,docusign.com,ԁocusign.com,xn--ocusign-tsh.com,IDN-homoglyph,Cyrillic-komi,d -> U+0501
DocuSign,docusign.net,ԁocusign.net,xn--ocusign-tsh.net,IDN-homoglyph,Cyrillic-komi,d -> U+0501
DocuSign,docusign.com,ⅾocusign.com,docusign.com,IDN-homoglyph,Roman-num,d -> U+217E
DocuSign,docusign.net,ⅾocusign.net,docusign.net,IDN-homoglyph,Roman-num,d -> U+217E
Dropbox,dropbox.com,clropbox.com,,ASCII-digraph,ASCII,d -> cl
Dropbox,dropbox.com,dr0pbox.com,,ASCII-lookalike,ASCII,o -> 0
Dropbox,dropbox.com,drop8ox.com,,ASCII-lookalike,ASCII,b -> 8
Dropbox,dropbox.com,dropb0x.com,,ASCII-lookalike,ASCII,o -> 0
Dropbox,dropbox.com,dropboχ.com,xn--dropbo-81e.com,IDN-homoglyph,Greek-chi,x -> U+03C7
Dropbox,dropbox.com,dropboх.com,xn--dropbo-gsf.com,IDN-homoglyph,Cyrillic-ha,x -> U+0445
Dropbox,dropbox.com,dropboⅹ.com,dropbox.com,IDN-homoglyph,Roman-num,x -> U+2179
Dropbox,dropbox.com,dropbοx.com,xn--dropbx-m0e.com,IDN-homoglyph,Greek-omicron,o -> U+03BF
Dropbox,dropbox.com,dropbоx.com,xn--dropbx-0qf.com,IDN-homoglyph,Cyrillic,o -> U+043E
Dropbox,dropbox.com,dropbօx.com,xn--dropbx-fmh.com,IDN-homoglyph,Armenian-oh,o -> U+0585
Dropbox,dropbox.com,dropЬox.com,xn--dropox-stf.com,IDN-homoglyph,Cyrillic-soft,b -> U+042C
Dropbox,dropbox.com,dropвox.com,xn--dropox-lof.com,IDN-homoglyph,Cyrillic-ve,b -> U+0432
Dropbox,dropbox.com,droρbox.com,xn--drobox-y0e.com,IDN-homoglyph,Greek-rho,p -> U+03C1
Dropbox,dropbox.com,droрbox.com,xn--drobox-drf.com,IDN-homoglyph,Cyrillic-er,p -> U+0440
Dropbox,dropbox.com,drοpbox.com,xn--drpbox-j0e.com,IDN-homoglyph,Greek-omicron,o -> U+03BF
Dropbox,dropbox.com,drоpbox.com,xn--drpbox-xqf.com,IDN-homoglyph,Cyrillic,o -> U+043E
Dropbox,dropbox.com,drօpbox.com,xn--drpbox-cmh.com,IDN-homoglyph,Armenian-oh,o -> U+0585
Dropbox,dropbox.com,dгopbox.com,xn--dopbox-pof.com,IDN-homoglyph,Cyrillic-ghe,r -> U+0433
Dropbox,dropbox.com,ԁropbox.com,xn--ropbox-vug.com,IDN-homoglyph,Cyrillic-komi,d -> U+0501
Dropbox,dropbox.com,ⅾropbox.com,dropbox.com,IDN-homoglyph,Roman-num,d -> U+217E
Duo,duosecurity.com,cluosecurity.com,,ASCII-digraph,ASCII,d -> cl
Duo,duosecurity.com,du0security.com,,ASCII-lookalike,ASCII,o -> 0
Duo,duosecurity.com,duo5ecurity.com,,ASCII-lookalike,ASCII,s -> 5
Duo,duosecurity.com,duos3curity.com,,ASCII-lookalike,ASCII,e -> 3
Duo,duosecurity.com,duosecur1ty.com,,ASCII-lookalike,ASCII,i -> 1
Duo,duosecurity.com,duosecuri7y.com,,ASCII-lookalike,ASCII,t -> 7
Duo,duosecurity.com,duosecurlty.com,,ASCII-lookalike,ASCII,i -> l
Duo,duosecurity.com,duozecurity.com,,ASCII-lookalike,ASCII,s -> z
Duo,duosecurity.com,duosecuritу.com,xn--duosecurit-7wi.com,IDN-homoglyph,Cyrillic-u,y -> U+0443
Duo,duosecurity.com,duosecuritү.com,xn--duosecurit-5vj.com,IDN-homoglyph,Cyrillic-straight-u,y -> U+04AF
Duo,duosecurity.com,duosecuriτy.com,xn--duosecuriy-9rh.com,IDN-homoglyph,Greek-tau,t -> U+03C4
Duo,duosecurity.com,duosecurıty.com,xn--duosecurty-4ub.com,IDN-homoglyph,Latin-dotless,i -> U+0131
Duo,duosecurity.com,duosecurιty.com,xn--duosecurty-soh.com,IDN-homoglyph,Greek-iota,i -> U+03B9
Duo,duosecurity.com,duosecurіty.com,xn--duosecurty-42i.com,IDN-homoglyph,Cyrillic-i,i -> U+0456
Duo,duosecurity.com,duosecurїty.com,xn--duosecurty-g3i.com,IDN-homoglyph,Cyrillic-yi,i -> U+0457
Duo,duosecurity.com,duosecuгity.com,xn--duosecuity-3ri.com,IDN-homoglyph,Cyrillic-ghe,r -> U+0433
Duo,duosecurity.com,duosecυrity.com,xn--duosecrity-ish.com,IDN-homoglyph,Greek-upsilon,u -> U+03C5
Duo,duosecurity.com,duosecսrity.com,xn--duosecrity-sql.com,IDN-homoglyph,Armenian-se,u -> U+057D
Duo,duosecurity.com,duoseϲurity.com,xn--duoseurity-urh.com,IDN-homoglyph,Greek-lunate,c -> U+03F2
Duo,duosecurity.com,duoseсurity.com,xn--duoseurity-gwi.com,IDN-homoglyph,Cyrillic,c -> U+0441
Duo,duosecurity.com,duoseⅽurity.com,duosecurity.com,IDN-homoglyph,Roman-num,c -> U+217D
Duo,duosecurity.com,duosεcurity.com,xn--duoscurity-fnh.com,IDN-homoglyph,Greek-eps,e -> U+03B5
Duo,duosecurity.com,duosеcurity.com,xn--duoscurity-nsi.com,IDN-homoglyph,Cyrillic,e -> U+0435
Duo,duosecurity.com,duosєcurity.com,xn--duoscurity-e2i.com,IDN-homoglyph,Cyrillic-ie,e -> U+0454
Duo,duosecurity.com,duoѕecurity.com,xn--duoecurity-o2i.com,IDN-homoglyph,Cyrillic-dze,s -> U+0455
Duo,duosecurity.com,duοsecurity.com,xn--dusecurity-iqh.com,IDN-homoglyph,Greek-omicron,o -> U+03BF
Duo,duosecurity.com,duоsecurity.com,xn--dusecurity-fvi.com,IDN-homoglyph,Cyrillic,o -> U+043E
Duo,duosecurity.com,duօsecurity.com,xn--dusecurity-6sl.com,IDN-homoglyph,Armenian-oh,o -> U+0585
Duo,duosecurity.com,dυosecurity.com,xn--dosecurity-dsh.com,IDN-homoglyph,Greek-upsilon,u -> U+03C5
Duo,duosecurity.com,dսosecurity.com,xn--dosecurity-nql.com,IDN-homoglyph,Armenian-se,u -> U+057D
Duo,duosecurity.com,ԁuosecurity.com,xn--uosecurity-nmk.com,IDN-homoglyph,Cyrillic-komi,d -> U+0501
Duo,duosecurity.com,ⅾuosecurity.com,duosecurity.com,IDN-homoglyph,Roman-num,d -> U+217E
Facebook,facebook.com,f4cebook.com,,ASCII-lookalike,ASCII,a -> 4
Facebook,facebook.com,fac3book.com,,ASCII-lookalike,ASCII,e -> 3
Facebook,facebook.com,face8ook.com,,ASCII-lookalike,ASCII,b -> 8
Facebook,facebook.com,faceb0ok.com,,ASCII-lookalike,ASCII,o -> 0
Facebook,facebook.com,facebo0k.com,,ASCII-lookalike,ASCII,o -> 0
